team,percent_abroad,market_value,rank,confederation,number,position,birth_date,shirt_name,club,height,weight,league,age,name,caps
France,69.6,108e7,7,UEFA,1,GK,1986-12-26,LLORIS,Tottenham Hotspur FC,188,82,ENG,31.465753424657535,Hugo Lloris,98
France,69.6,108e7,7,UEFA,2,DF,1996-03-28,PAVARD,VfB Stuttgart,186,76,GER,22.213698630136985,Benjamin Pavard,6
France,69.6,108e7,7,UEFA,3,DF,1995-08-13,KIMPEMBE,Paris Saint-Germain FC,182,78,FRA,22.835616438356166,Presnel Kimpembe,2
France,69.6,108e7,7,UEFA,4,DF,1993-04-25,VARANE,Real Madrid CF,191,79,ESP,25.136986301369863,Raphaël Varane,42
France,69.6,108e7,7,UEFA,5,DF,1993-11-14,UMTITI,FC Barcelona,183,84,ESP,24.58082191780822,Samuel Umtiti,19
France,69.6,108e7,7,UEFA,6,MF,1993-03-15,POGBA,Manchester United FC,191,86,ENG,25.24931506849315,Paul Pogba,54
France,69.6,108e7,7,UEFA,7,FW,1991-03-21,GRIEZMANN,Atletico Madrid,174,72,ESP,27.232876712328768,Antoine Griezmann,54
France,69.6,108e7,7,UEFA,8,FW,1995-11-12,LEMAR,AS Monaco,172,65,FRA,22.586301369863016,Thomas Lemar,12
France,69.6,108e7,7,UEFA,9,FW,1986-09-30,GIROUD,Chelsea FC,193,91,ENG,31.704109589041096,Olivier Giroud,74
France,69.6,108e7,7,UEFA,10,FW,1998-12-20,MBAPPE,Paris Saint-Germain FC,178,78,FRA,19.482191780821918,Kylian Mbappé,15
France,69.6,108e7,7,UEFA,11,FW,1997-05-15,DEMBELE,FC Barcelona,178,70,ESP,21.08219178082192,Ousmane Dembélé,12
France,69.6,108e7,7,UEFA,12,MF,1994-08-03,TOLISSO,FC Bayern München,180,82,GER,23.863013698630137,Corentin Tolisso,9
France,69.6,108e7,7,UEFA,13,MF,1991-03-29,KANTE,Chelsea FC,168,70,ENG,27.21095890410959,N'Golo Kanté,24
France,69.6,108e7,7,UEFA,14,MF,1987-04-09,MATUIDI,Juventus FC,180,74,ITA,31.18082191780822,Blaise Matuidi,67
France,69.6,108e7,7,UEFA,15,MF,1988-12-15,NZONZI,Sevilla FC,197,87,ESP,29.495890410958904,Steven Nzonzi,4
France,69.6,108e7,7,UEFA,16,GK,1985-03-28,MANDANDA,Olympique Marseille,187,88,FRA,33.21369863013699,Steve Mandanda,27
France,69.6,108e7,7,UEFA,17,DF,1985-12-27,RAMI,Olympique Marseille,190,90,FRA,32.463013698630135,Adil Rami,35
France,69.6,108e7,7,UEFA,18,FW,1993-07-18,FEKIR,Olympique Lyon,173,76,FRA,24.90684931506849,Nabil Fekir,12
France,69.6,108e7,7,UEFA,19,DF,1992-07-29,SIDIBE,AS Monaco,184,81,FRA,25.876712328767123,Djibril Sidibé,17
France,69.6,108e7,7,UEFA,20,FW,1993-01-26,THAUVIN,Olympique Marseille,180,76,FRA,25.38082191780822,Florian Thauvin,4
France,69.6,108e7,7,UEFA,21,DF,1996-02-14,HERNANDEZ,Atletico Madrid,183,76,ESP,22.328767123287673,Lucas Hernández,5
France,69.6,108e7,7,UEFA,22,DF,1994-07-17,MENDY,Manchester City FC,183,84,ENG,23.90958904109589,Benjamin Mendy,7
France,69.6,108e7,7,UEFA,23,GK,1993-02-27,AREOLA,Paris Saint-Germain FC,195,95,FRA,25.293150684931508,Alphonse Areola,0
Spain,26.1,103e7,10,UEFA,1,GK,1990-11-07,DE GEA,Manchester United FC,190,71,ENG,27.6,David de Gea,29
Spain,26.1,103e7,10,UEFA,2,DF,1992-01-11,CARVAJAL,Real Madrid CF,173,73,ESP,26.421917808219177,Dani Carvajal,15
Spain,26.1,103e7,10,UEFA,3,DF,1987-02-02,PIQUÉ,FC Barcelona,194,85,ESP,31.361643835616437,Gerard Piqué,98
Spain,26.1,103e7,10,UEFA,4,DF,1990-01-18,NACHO,Real Madrid CF,179,77,ESP,28.4027397260274,Nacho,17
Spain,26.1,103e7,10,UEFA,5,MF,1988-07-16,SERGIO,FC Barcelona,189,78,ESP,29.912328767123288,Sergio Busquets,103
Spain,26.1,103e7,10,UEFA,6,MF,1984-05-11,A. INIESTA,FC Barcelona,171,68,ESP,34.09315068493151,Andrés Iniesta,127
Spain,26.1,103e7,10,UEFA,7,MF,1994-11-21,SAÚL,Atletico Madrid,183,76,ESP,23.561643835616437,Saúl,10
Spain,26.1,103e7,10,UEFA,8,MF,1992-01-08,KOKE,Atletico Madrid,176,73,ESP,26.43013698630137,Koke,40
Spain,26.1,103e7,10,UEFA,9,FW,1991-03-06,RODRIGO M.,Valencia CF,182,72,ESP,27.273972602739725,Rodrigo,6
Spain,26.1,103e7,10,UEFA,10,MF,1991-04-11,THIAGO,FC Bayern München,174,70,GER,27.175342465753424,Thiago,29
Spain,26.1,103e7,10,UEFA,11,FW,1991-07-01,LUCAS V.,Real Madrid CF,173,70,ESP,26.953424657534246,Lucas Vázquez,7
Spain,26.1,103e7,10,UEFA,12,DF,1995-12-14,ODRIOZOLA,Real Sociedad,178,67,ESP,22.4986301369863,Álvaro Odriozola,4
Spain,26.1,103e7,10,UEFA,13,GK,1994-10-03,ARRIZABALAGA,Athletic Bilbao,189,84,ESP,23.695890410958903,Kepa Arrizabalaga,1
Spain,26.1,103e7,10,UEFA,14,DF,1989-08-28,AZPILICUETA,Chelsea FC,178,78,ENG,28.794520547945204,César Azpilicueta,22
Spain,26.1,103e7,10,UEFA,15,DF,1986-03-30,RAMOS,Real Madrid CF,183,75,ESP,32.20821917808219,Sergio Ramos,152
Spain,26.1,103e7,10,UEFA,16,DF,1986-02-26,MONREAL,Arsenal FC,179,72,ENG,32.295890410958904,Nacho Monreal,22
Spain,26.1,103e7,10,UEFA,17,FW,1987-08-01,IAGO ASPAS,Celta Vigo,176,67,ESP,30.86849315068493,Iago Aspas,10
Spain,26.1,103e7,10,UEFA,18,DF,1989-03-21,JORDI ALBA,FC Barcelona,170,68,ESP,29.232876712328768,Jordi Alba,62
Spain,26.1,103e7,10,UEFA,19,FW,1988-10-07,DIEGO COSTA,Atletico Madrid,185,86,ESP,29.684931506849313,Diego Costa,20
Spain,26.1,103e7,10,UEFA,20,MF,1996-01-21,ASENSIO,Real Madrid CF,182,76,ESP,22.394520547945206,Marco Asensio,12
Spain,26.1,103e7,10,UEFA,21,FW,1986-01-08,SILVA,Manchester City FC,170,67,ENG,32.43013698630137,David Silva,121
Spain,26.1,103e7,10,UEFA,22,MF,1992-04-21,ISCO,Real Madrid CF,176,74,ESP,26.147945205479452,Isco,28
Spain,26.1,103e7,10,UEFA,23,GK,1982-08-31,REINA,SSC Napoli,188,92,ITA,35.78630136986301,Pepe Reina,36
Brazil,87,981e6,2,CONMEBOL,1,GK,1992-10-02,A. BECKER,AS Roma,193,91,ITA,25.698630136986303,Alisson,26
Brazil,87,981e6,2,CONMEBOL,2,DF,1984-09-22,T. SILVA,Paris Saint-Germain FC,183,79,FRA,33.726027397260275,Thiago Silva,71
Brazil,87,981e6,2,CONMEBOL,3,DF,1984-09-07,MIRANDA,FC Internazionale,186,78,ITA,33.76712328767123,Miranda,47
Brazil,87,981e6,2,CONMEBOL,4,DF,1985-09-21,GEROMEL,Grêmio FBPA,190,84,BRA,32.728767123287675,Pedro Geromel,2
Brazil,87,981e6,2,CONMEBOL,5,MF,1992-02-23,CASEMIRO,Real Madrid CF,185,84,ESP,26.304109589041097,Casemiro,24
Brazil,87,981e6,2,CONMEBOL,6,DF,1985-08-09,FILIPE LUIS,Atletico Madrid,182,73,ESP,32.846575342465755,Filipe Luís,33
Brazil,87,981e6,2,CONMEBOL,7,FW,1990-09-14,D. COSTA,Juventus FC,182,70,ITA,27.747945205479454,Douglas Costa,25
Brazil,87,981e6,2,CONMEBOL,8,MF,1988-02-08,R. AUGUSTO,Beijing Guoan,186,86,CHN,30.345205479452055,Renato Augusto,28
Brazil,87,981e6,2,CONMEBOL,9,FW,1997-04-03,G. JESUS,Manchester City FC,175,73,ENG,21.197260273972603,Gabriel Jesus,17
Brazil,87,981e6,2,CONMEBOL,10,FW,1992-02-05,NEYMAR JR,Paris Saint-Germain FC,175,68,FRA,26.353424657534248,Neymar,85
Brazil,87,981e6,2,CONMEBOL,11,MF,1992-06-12,P. COUTINHO,FC Barcelona,172,68,ESP,26.005479452054793,Philippe Coutinho,37
Brazil,87,981e6,2,CONMEBOL,12,DF,1988-05-12,MARCELO,Real Madrid CF,174,80,ESP,30.09041095890411,Marcelo,54
Brazil,87,981e6,2,CONMEBOL,13,DF,1994-05-14,MARQUINHOS,Paris Saint-Germain FC,183,75,FRA,24.084931506849315,Marquinhos,26
Brazil,87,981e6,2,CONMEBOL,14,DF,1991-07-15,DANILO,Manchester City FC,184,78,ENG,26.915068493150685,Danilo,18
Brazil,87,981e6,2,CONMEBOL,15,MF,1988-07-25,PAULINHO,FC Barcelona,181,81,ESP,29.887671232876713,Paulinho,50
Brazil,87,981e6,2,CONMEBOL,16,GK,1987-06-06,CASSIO,SC Corinthians,195,92,BRA,31.02191780821918,Cássio,1
Brazil,87,981e6,2,CONMEBOL,17,MF,1985-05-04,FERNANDINHO,Manchester City FC,179,67,ENG,33.11232876712329,Fernandinho,44
Brazil,87,981e6,2,CONMEBOL,18,MF,1993-03-05,FRED,FC Shakhtar Donetsk,169,64,UKR,25.276712328767122,Fred,8
Brazil,87,981e6,2,CONMEBOL,19,MF,1988-08-09,WILLIAN,Chelsea FC,175,77,ENG,29.846575342465755,Willian,57
Brazil,87,981e6,2,CONMEBOL,20,FW,1991-10-02,FIRMINO,Liverpool FC,181,76,ENG,26.698630136986303,Roberto Firmino,21
Brazil,87,981e6,2,CONMEBOL,21,FW,1988-01-13,TAISON,FC Shakhtar Donetsk,172,64,UKR,30.416438356164385,Taison,8
Brazil,87,981e6,2,CONMEBOL,22,DF,1989-06-11,FAGNER,SC Corinthians,168,67,BRA,29.008219178082193,Fagner,4
Brazil,87,981e6,2,CONMEBOL,23,GK,1993-08-17,EDERSON,Manchester City FC,188,86,ENG,24.824657534246576,Ederson,1
Germany,34.8,883e6,1,UEFA,1,GK,1986-03-27,NEUER,FC Bayern München,193,93,GER,32.21643835616438,Manuel Neuer,76
Germany,34.8,883e6,1,UEFA,2,DF,1992-01-26,PLATTENHARDT,Hertha BSC,181,76,GER,26.38082191780822,Marvin Plattenhardt,6
Germany,34.8,883e6,1,UEFA,3,DF,1990-05-27,HECTOR,1. FC Köln,185,75,GER,28.04931506849315,Jonas Hector,38
Germany,34.8,883e6,1,UEFA,4,DF,1994-01-19,GINTER,VfL Borussia Mönchengladbach,189,85,GER,24.4,Matthias Ginter,18
Germany,34.8,883e6,1,UEFA,5,DF,1988-12-16,HUMMELS,FC Bayern München,192,90,GER,29.493150684931507,Mats Hummels,64
Germany,34.8,883e6,1,UEFA,6,MF,1987-04-04,KHEDIRA,Juventus FC,189,81,ITA,31.194520547945206,Sami Khedira,75
Germany,34.8,883e6,1,UEFA,7,MF,1993-09-20,DRAXLER,Paris Saint-Germain FC,185,74,FRA,24.731506849315068,Julian Draxler,44
Germany,34.8,883e6,1,UEFA,8,MF,1990-01-04,KROOS,Real Madrid CF,182,78,ESP,28.44109589041096,Toni Kroos,83
Germany,34.8,883e6,1,UEFA,9,FW,1996-03-06,WERNER,RB Leipzig,181,75,GER,22.273972602739725,Timo Werner,14
Germany,34.8,883e6,1,UEFA,10,MF,1988-10-15,ÖZIL,Arsenal FC,180,70,ENG,29.663013698630138,Mesut Özil,90
Germany,34.8,883e6,1,UEFA,11,FW,1989-05-31,REUS,Borussia Dortmund,180,67,GER,29.03835616438356,Marco Reus,31
Germany,34.8,883e6,1,UEFA,12,GK,1990-07-08,TRAPP,Paris Saint-Germain FC,189,88,FRA,27.934246575342467,Kevin Trapp,3
Germany,34.8,883e6,1,UEFA,13,MF,1989-09-13,MÜLLER,FC Bayern München,186,75,GER,28.75068493150685,Thomas Müller,91
Germany,34.8,883e6,1,UEFA,14,MF,1995-02-06,GORETZKA,FC Schalke 04,189,76,GER,23.350684931506848,Leon Goretzka,15
Germany,34.8,883e6,1,UEFA,15,DF,1995-09-03,SÜLE,FC Bayern München,195,89,GER,22.778082191780822,Niklas Süle,11
Germany,34.8,883e6,1,UEFA,16,DF,1993-03-03,RÜDIGER,Chelsea FC,191,85,ENG,25.28219178082192,Antonio Rüdiger,24
Germany,34.8,883e6,1,UEFA,17,DF,1988-09-03,BOATENG,FC Bayern München,192,90,GER,29.778082191780822,Jérôme Boateng,71
Germany,34.8,883e6,1,UEFA,18,DF,1995-02-08,KIMMICH,FC Bayern München,176,72,GER,23.345205479452055,Joshua Kimmich,29
Germany,34.8,883e6,1,UEFA,19,MF,1990-02-28,RUDY,FC Bayern München,179,74,GER,28.29041095890411,Sebastian Rudy,25
Germany,34.8,883e6,1,UEFA,20,MF,1996-05-02,BRANDT,Bayer 04 Leverkusen,183,82,GER,22.117808219178084,Julian Brandt,16
Germany,34.8,883e6,1,UEFA,21,MF,1990-10-24,GÜNDOGAN,Manchester City FC,180,79,ENG,27.638356164383563,İlkay Gündoğan,26
Germany,34.8,883e6,1,UEFA,22,GK,1992-04-30,TER STEGEN,FC Barcelona,187,85,ESP,26.123287671232877,Marc-André ter Stegen,20
Germany,34.8,883e6,1,UEFA,23,FW,1985-07-10,GOMEZ,VfB Stuttgart,189,82,GER,32.92876712328767,Mario Gómez,75
England,0,874e6,12,UEFA,1,GK,1994-03-07,PICKFORD,Everton FC,185,72,ENG,24.27123287671233,Jordan Pickford,3
England,0,874e6,12,UEFA,2,DF,1990-05-28,WALKER,Manchester City FC,178,83,ENG,28.046575342465754,Kyle Walker,35
England,0,874e6,12,UEFA,3,DF,1990-07-02,ROSE,Tottenham Hotspur FC,173,76,ENG,27.95068493150685,Danny Rose,18
England,0,874e6,12,UEFA,4,MF,1994-01-15,DIER,Tottenham Hotspur FC,188,90,ENG,24.410958904109588,Eric Dier,26
England,0,874e6,12,UEFA,5,DF,1994-05-28,STONES,Manchester City FC,188,72,ENG,24.046575342465754,John Stones,26
England,0,874e6,12,UEFA,6,DF,1993-03-05,MAGUIRE,Leicester City FC,193,98,ENG,25.276712328767122,Harry Maguire,5
England,0,874e6,12,UEFA,7,MF,1992-12-15,LINGARD,Manchester United FC,175,60,ENG,25.495890410958904,Jesse Lingard,12
England,0,874e6,12,UEFA,8,MF,1990-06-17,HENDERSON,Liverpool FC,183,82,ENG,27.991780821917807,Jordan Henderson,39
England,0,874e6,12,UEFA,9,FW,1993-07-28,KANE,Tottenham Hotspur FC,188,98,ENG,24.87945205479452,Harry Kane,24
England,0,874e6,12,UEFA,10,FW,1994-12-08,STERLING,Manchester City FC,170,70,ENG,23.515068493150686,Raheem Sterling,38
England,0,874e6,12,UEFA,11,FW,1987-01-11,VARDY,Leicester City FC,178,80,ENG,31.421917808219177,Jamie Vardy,22
England,0,874e6,12,UEFA,12,DF,1990-09-19,TRIPPIER,Tottenham Hotspur FC,178,72,ENG,27.734246575342464,Kieran Trippier,7
England,0,874e6,12,UEFA,13,GK,1993-03-10,BUTLAND,Stoke City FC,196,96,ENG,25.263013698630136,Jack Butland,8
England,0,874e6,12,UEFA,14,FW,1990-11-26,WELBECK,Arsenal FC,184,78,ENG,27.54794520547945,Danny Welbeck,39
England,0,874e6,12,UEFA,15,DF,1985-12-19,CAHILL,Chelsea FC,191,85,ENG,32.484931506849314,Gary Cahill,60
England,0,874e6,12,UEFA,16,DF,1992-02-21,JONES,Manchester United FC,182,72,ENG,26.30958904109589,Phil Jones,25
England,0,874e6,12,UEFA,17,DF,1989-11-21,DELPH,Manchester City FC,174,78,ENG,28.561643835616437,Fabian Delph,11
England,0,874e6,12,UEFA,18,DF,1985-07-09,YOUNG,Manchester United FC,175,78,ENG,32.93150684931507,Ashley Young,34
England,0,874e6,12,UEFA,19,FW,1997-10-31,RASHFORD,Manchester United FC,180,78,ENG,20.61917808219178,Marcus Rashford,19
England,0,874e6,12,UEFA,20,MF,1996-04-11,DELE,Tottenham Hotspur FC,188,76,ENG,22.175342465753424,Dele Alli,25
England,0,874e6,12,UEFA,21,MF,1996-01-23,LOFTUS-CHEEK,Chelsea FC,190,73,ENG,22.389041095890413,Ruben Loftus-Cheek,4
England,0,874e6,12,UEFA,22,DF,1998-10-07,ALEXANDER-ARNOLD,Liverpool FC,175,70,ENG,19.684931506849313,Trent Alexander-Arnold,1
England,0,874e6,12,UEFA,23,GK,1992-04-19,POPE,Burnley FC,191,76,ENG,26.153424657534245,Nick Pope,1
Belgium,95.7,754e6,3,UEFA,1,GK,1992-05-11,COURTOIS,Chelsea FC,199,91,ENG,26.09315068493151,Thibaut Courtois,58
Belgium,95.7,754e6,3,UEFA,2,DF,1989-03-02,ALDERWEIRELD,Tottenham Hotspur FC,186,81,ENG,29.284931506849315,Toby Alderweireld,77
Belgium,95.7,754e6,3,UEFA,3,DF,1985-11-14,VERMAELEN,FC Barcelona,183,80,ESP,32.58082191780822,Thomas Vermaelen,66
Belgium,95.7,754e6,3,UEFA,4,DF,1986-04-10,KOMPANY,Manchester City FC,190,85,ENG,32.178082191780824,Vincent Kompany,77
Belgium,95.7,754e6,3,UEFA,5,DF,1987-04-24,VERTONGHEN,Tottenham Hotspur FC,189,86,ENG,31.13972602739726,Jan Vertonghen,102
Belgium,95.7,754e6,3,UEFA,6,MF,1989-01-12,WITSEL,Tianjin Quanjian FC,186,73,CHN,29.41917808219178,Axel Witsel,90
Belgium,95.7,754e6,3,UEFA,7,MF,1991-06-28,DE BRUYNE,Manchester City FC,181,70,ENG,26.96164383561644,Kevin De Bruyne,62
Belgium,95.7,754e6,3,UEFA,8,MF,1987-11-22,FELLAINI,Manchester United FC,194,85,ENG,30.55890410958904,Marouane Fellaini,82
Belgium,95.7,754e6,3,UEFA,9,FW,1993-05-13,R. LUKAKU,Manchester United FC,190,94,ENG,25.087671232876712,Romelu Lukaku,69
Belgium,95.7,754e6,3,UEFA,10,FW,1991-01-07,E. HAZARD,Chelsea FC,173,74,ENG,27.432876712328767,Eden Hazard,86
Belgium,95.7,754e6,3,UEFA,11,MF,1993-09-04,CARRASCO,Dalian Yifang FC,180,67,CHN,24.775342465753425,Yannick Carrasco,26
Belgium,95.7,754e6,3,UEFA,12,GK,1988-03-06,MIGNOLET,Liverpool FC,193,87,ENG,30.273972602739725,Simon Mignolet,21
Belgium,95.7,754e6,3,UEFA,13,GK,1992-06-25,CASTEELS,VfL Wolfsburg,197,86,GER,25.96986301369863,Koen Casteels,0
Belgium,95.7,754e6,3,UEFA,14,FW,1987-05-06,MERTENS,SSC Napoli,169,61,ITA,31.106849315068494,Dries Mertens,69
Belgium,95.7,754e6,3,UEFA,15,DF,1991-09-12,MEUNIER,Paris Saint-Germain FC,190,88,FRA,26.753424657534246,Thomas Meunier,25
Belgium,95.7,754e6,3,UEFA,16,MF,1993-03-29,T. HAZARD,VfL Borussia Mönchengladbach,174,70,GER,25.21095890410959,Thorgan Hazard,11
Belgium,95.7,754e6,3,UEFA,17,MF,1997-05-07,TIELEMANS,AS Monaco,176,72,FRA,21.104109589041094,Youri Tielemans,9
Belgium,95.7,754e6,3,UEFA,18,FW,1995-02-05,JANUZAJ,Real Sociedad,180,75,ESP,23.353424657534248,Adnan Januzaj,8
Belgium,95.7,754e6,3,UEFA,19,MF,1987-07-16,DEMBELE,Tottenham Hotspur FC,185,82,ENG,30.912328767123288,Mousa Dembélé,76
Belgium,95.7,754e6,3,UEFA,20,DF,1990-11-28,BOYATA,Celtic FC,188,84,SCO,27.542465753424658,Dedryck Boyata,7
Belgium,95.7,754e6,3,UEFA,21,FW,1993-10-02,BATSHUAYI,Borussia Dortmund,185,78,GER,24.698630136986303,Michy Batshuayi,16
Belgium,95.7,754e6,3,UEFA,22,MF,1989-08-02,CHADLI,West Bromwich Albion FC,187,85,ENG,28.865753424657534,Nacer Chadli,45
Belgium,95.7,754e6,3,UEFA,23,DF,1995-04-15,DENDONCKER,RSC Anderlecht,188,76,BEL,23.164383561643834,Leander Dendoncker,5
Argentina,82.6,699e6,5,CONMEBOL,1,GK,1986-02-10,GUZMÁN,Tigres UANL,192,90,MEX,32.33972602739726,Nahuel Guzmán,6
Argentina,82.6,699e6,5,CONMEBOL,2,DF,1987-03-18,MERCADO,Sevilla FC,181,81,ESP,31.24109589041096,Gabriel Mercado,20
Argentina,82.6,699e6,5,CONMEBOL,3,DF,1992-08-31,TAGLIAFICO,AFC Ajax,169,65,NED,25.786301369863015,Nicolás Tagliafico,4
Argentina,82.6,699e6,5,CONMEBOL,4,DF,1986-09-20,ANSALDI,Torino FC,181,73,ITA,31.731506849315068,Cristian Ansaldi,5
Argentina,82.6,699e6,5,CONMEBOL,5,MF,1986-01-30,BIGLIA,AC Milan,175,73,ITA,32.36986301369863,Lucas Biglia,57
Argentina,82.6,699e6,5,CONMEBOL,6,DF,1987-03-17,FAZIO,AS Roma,199,85,ITA,31.243835616438357,Federico Fazio,9
Argentina,82.6,699e6,5,CONMEBOL,7,MF,1988-06-29,BANEGA,Sevilla FC,175,73,ESP,29.958904109589042,Éver Banega,62
Argentina,82.6,699e6,5,CONMEBOL,8,DF,1991-10-28,ACUÑA,Sporting CP,172,77,POR,26.627397260273973,Marcos Acuña,10
Argentina,82.6,699e6,5,CONMEBOL,9,FW,1987-12-10,HIGUAÍN,Juventus FC,184,75,ITA,30.50958904109589,Gonzalo Higuaín,71
Argentina,82.6,699e6,5,CONMEBOL,10,FW,1987-06-24,MESSI,FC Barcelona,170,72,ESP,30.972602739726028,Lionel Messi,124
Argentina,82.6,699e6,5,CONMEBOL,11,MF,1988-02-14,DI MARÍA,Paris Saint-Germain FC,178,75,FRA,30.328767123287673,Ángel Di María,94
Argentina,82.6,699e6,5,CONMEBOL,12,GK,1986-10-16,ARMANI,CA River Plate,189,85,ARG,31.660273972602738,Franco Armani,0
Argentina,82.6,699e6,5,CONMEBOL,13,MF,1992-12-15,MEZA,CA Independiente,180,76,ARG,25.495890410958904,Maximiliano Meza,2
Argentina,82.6,699e6,5,CONMEBOL,14,DF,1984-06-08,MASCHERANO,Hebei China Fortune FC,174,73,CHN,34.016438356164386,Javier Mascherano,143
Argentina,82.6,699e6,5,CONMEBOL,15,MF,1993-02-15,LANZINI,West Ham United FC,167,66,ENG,25.326027397260273,Enzo Pérez,23
Argentina,82.6,699e6,5,CONMEBOL,16,DF,1990-03-20,ROJO,Manchester United FC,189,82,ENG,28.235616438356164,Marcos Rojo,56
Argentina,82.6,699e6,5,CONMEBOL,17,DF,1988-02-12,OTAMENDI,Manchester City FC,181,81,ENG,30.334246575342465,Nicolás Otamendi,54
Argentina,82.6,699e6,5,CONMEBOL,18,DF,1990-07-13,SALVIO,SL Benfica,167,69,POR,27.92054794520548,Eduardo Salvio,9
Argentina,82.6,699e6,5,CONMEBOL,19,FW,1988-06-02,AGÜERO,Manchester City FC,172,74,ENG,30.03287671232877,Sergio Agüero,85
Argentina,82.6,699e6,5,CONMEBOL,20,MF,1996-04-09,LO CELSO,Paris Saint-Germain FC,177,75,FRA,22.18082191780822,Giovani Lo Celso,5
Argentina,82.6,699e6,5,CONMEBOL,21,FW,1993-11-15,DYBALA,Juventus FC,177,73,ITA,24.578082191780823,Paulo Dybala,12
Argentina,82.6,699e6,5,CONMEBOL,22,MF,1996-01-21,PAVÓN,CA Boca Juniors,169,65,ARG,22.394520547945206,Cristian Pavón,5
Argentina,82.6,699e6,5,CONMEBOL,23,GK,1981-09-28,CABALLERO,Chelsea FC,186,80,ENG,36.70958904109589,Willy Caballero,3
Portugal,73.9,4945e5,4,UEFA,1,GK,1988-02-15,RUI PATRICIO,Sporting CP,189,84,POR,30.326027397260273,Rui Patrício,69
Portugal,73.9,4945e5,4,UEFA,2,DF,1981-11-27,B. ALVES,Rangers FC,187,83,SCO,36.54520547945206,Bruno Alves,96
Portugal,73.9,4945e5,4,UEFA,3,DF,1983-02-26,PEPE,Besiktas JK,188,81,TUR,35.295890410958904,Pepe,95
Portugal,73.9,4945e5,4,UEFA,4,MF,1986-02-05,M. FERNANDES,FC Lokomotiv Moscow,174,69,RUS,32.35342465753425,Manuel Fernandes,14
Portugal,73.9,4945e5,4,UEFA,5,DF,1993-12-22,RAPHAEL,Borussia Dortmund,170,64,GER,24.476712328767125,Raphaël Guerreiro,24
Portugal,73.9,4945e5,4,UEFA,6,DF,1983-12-22,FONTE,Dalian Yifang FC,191,84,CHN,34.47671232876712,José Fonte,31
Portugal,73.9,4945e5,4,UEFA,7,FW,1985-02-05,RONALDO,Real Madrid CF,185,80,ESP,33.35342465753425,Cristiano Ronaldo,150
Portugal,73.9,4945e5,4,UEFA,8,MF,1986-09-08,J. MOUTINHO,AS Monaco,170,61,FRA,31.764383561643836,João Moutinho,110
Portugal,73.9,4945e5,4,UEFA,9,FW,1995-11-06,ANDRÉ SILVA,AC Milan,184,78,ITA,22.602739726027398,André Silva,23
Portugal,73.9,4945e5,4,UEFA,10,MF,1993-01-19,J. MÁRIO,West Ham United FC,179,73,ENG,25.4,João Mário,36
Portugal,73.9,4945e5,4,UEFA,11,MF,1994-08-10,BERNARDO,Manchester City FC,173,65,ENG,23.843835616438355,Bernardo Silva,25
Portugal,73.9,4945e5,4,UEFA,12,GK,1990-10-01,LOPES,Olympique Lyon,184,81,FRA,27.7013698630137,Anthony Lopes,7
Portugal,73.9,4945e5,4,UEFA,13,DF,1997-05-14,RUBEN DIAS,SL Benfica,187,83,POR,21.084931506849315,Rúben Dias,1
Portugal,73.9,4945e5,4,UEFA,14,MF,1992-04-07,WILLIAM,Sporting CP,190,80,POR,26.186301369863013,William Carvalho,43
Portugal,73.9,4945e5,4,UEFA,15,DF,1993-10-06,RICARDO,FC Porto,174,70,POR,24.687671232876713,Ricardo Pereira,4
Portugal,73.9,4945e5,4,UEFA,16,MF,1994-09-08,B. FERNANDES,Sporting CP,183,64,POR,23.764383561643836,Bruno Fernandes,6
Portugal,73.9,4945e5,4,UEFA,17,FW,1996-11-29,G. GUEDES,Valencia CF,179,72,ESP,21.53972602739726,Gonçalo Guedes,10
Portugal,73.9,4945e5,4,UEFA,18,FW,1995-05-11,GELSON,Sporting CP,173,63,POR,23.09315068493151,Gelson Martins,18
Portugal,73.9,4945e5,4,UEFA,19,DF,1991-05-27,MÁRIO RUI,SSC Napoli,168,67,ITA,27.04931506849315,Mário Rui,4
Portugal,73.9,4945e5,4,UEFA,20,FW,1983-09-26,QUARESMA,Besiktas JK,175,73,TUR,34.71506849315068,Ricardo Quaresma,77
Portugal,73.9,4945e5,4,UEFA,21,DF,1991-08-31,CÉDRIC,Southampton FC,172,67,ENG,26.786301369863015,Cédric,29
Portugal,73.9,4945e5,4,UEFA,22,GK,1982-05-01,BETO,Goztepe SK,183,79,TUR,36.12054794520548,Beto,14
Portugal,73.9,4945e5,4,UEFA,23,MF,1989-03-15,ADRIEN,Leicester City FC,176,72,ENG,29.24931506849315,Adrien Silva,23
Uruguay,91.3,373e6,14,CONMEBOL,1,GK,1986-06-16,F. MUSLERA,Galatasaray SK,190,74,TUR,31.994520547945207,Fernando Muslera,97
Uruguay,91.3,373e6,14,CONMEBOL,2,DF,1995-01-20,J.M. GIMENEZ,Atletico Madrid,185,77,ESP,23.397260273972602,José Giménez,42
Uruguay,91.3,373e6,14,CONMEBOL,3,DF,1986-02-16,D. GODIN,Atletico Madrid,185,73,ESP,32.323287671232876,Diego Godín,116
Uruguay,91.3,373e6,14,CONMEBOL,4,DF,1993-03-24,G. VARELA,CA Penarol,173,70,URU,25.224657534246575,Guillermo Varela,3
Uruguay,91.3,373e6,14,CONMEBOL,5,MF,1984-12-02,C. SANCHEZ,CF Monterrey,171,74,MEX,33.53150684931507,Carlos Sánchez,36
